tipo_fondo,fondo_mutuo,administradora,fec__inicio_operacion,moneda_cuota,valor_cuota,patrimonio_s__,participes_n,anos,categoria,fund_id,risk,logo
Flexible,SF Institucional Renta $ VII,SCOTIA FONDOS,07/12/2022,$,1039.47,35506762.94,46.0,2,Flexible,135,Low,/logosFondosMutuos/logoScotia2.png
Flexible,SF NOTA ESTRUCTURADA IX,SCOTIA FONDOS,26/09/2024,$,96.28,36484493.52,60.0,0,Flexible,136,,/logosFondosMutuos/logoScotia2.png
Flexible,SF Nota Estructurada VIII,SCOTIA FONDOS,05/10/2024,$,105.98,22641342.29,48.0,0,Flexible,137,,/logosFondosMutuos/logoScotia2.png
Flexible,SF Renta $ 1Y VII,SCOTIA FONDOS,13/12/2023,$,10.56,257540843.81,479.0,1,Flexible,138,Low,/logosFondosMutuos/logoScotia2.png
Flexible,SF Renta $ 1Y VIII,SCOTIA FONDOS,04/03/2024,$,10.35,186705873.11,254.0,0,Flexible,139,,/logosFondosMutuos/logoScotia2.png
Flexible,SF Renta $ 6M XXI,SCOTIA FONDOS,08/07/2024,$,10.15,356668177.17,720.0,0,Flexible,140,,/logosFondosMutuos/logoScotia2.png
Flexible,SF RENTA $ 6M XXII,SCOTIA FONDOS,10/09/2024,$,10.05,155940734.85,400.0,0,Flexible,141,,/logosFondosMutuos/logoScotia2.png
Flexible,SF RENTA SOLES 6M V,SCOTIA FONDOS,19/06/2024,S/.,10.28,306430514.65,799.0,0,Flexible,142,,/logosFondosMutuos/logoScotia2.png
Flexible,SFNotaEstructurada IV-F. Insti,SCOTIA FONDOS,01/04/2022,$,100.81,35396424.32,54.0,2,Flexible,143,Medium Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,-BLUM USA 500 FDF SERIE A,BLUM SAF,15/10/2024,$,9.81,,2.0,0,Fondo de Fondos,144,,/logosFondosMutuos/logoBlum.png
Fondo de Fondos,-BLUM USA 500 FDF SERIE B,BLUM SAF,15/10/2024,$,9.8,,58.0,0,Fondo de Fondos,145,,/logosFondosMutuos/logoBlum.png
Fondo de Fondos,CRED CAP. INVESTMENT GRADE,CREDIFONDO SAF,09/04/2018,$,117.58,166312751.72,919.0,6,Fondo de Fondos,146,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CRED CAP VISION I,CREDIFONDO SAF,02/08/2016,$,120.05,83328323.95,644.0,8,Fondo de Fondos,147,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CRED CAP VISION III,CREDIFONDO SAF,02/10/2016,$,156.93,35793880.45,698.0,8,Fondo de Fondos,148,Medium,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CRED. DEUDA GLOBAL,CREDIFONDO SAF,25/03/2013,$,114.32,21553983.23,675.0,11,Fondo de Fondos,149,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CRED. EQUILIBRADO VCS,CREDIFONDO SAF,16/06/2008,S/.,114.01,10043652.71,892.0,16,Fondo de Fondos,150,Medium,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDI. ACC. LATAM-PACIFICO,CREDIFONDO SAF,14/08/2012,$,51.48,9350850.61,235.0,12,Fondo de Fondos,151,Medium High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDICORP ACCIONES ASIA,CREDIFONDO SAF,06/05/2017,$,127.55,28503783.91,490.0,7,Fondo de Fondos,152,Medium High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDICORP ACCIONES EEUU,CREDIFONDO SAF,26/05/2017,$,235.9,181260166.21,2177.0,7,Fondo de Fondos,153,Medium High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDICORP ACCIONES EUROPA,CREDIFONDO SAF,26/05/2017,$,162.12,50956886.26,849.0,7,Fondo de Fondos,154,Medium High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,Credicorp Activos Preferentes,CREDIFONDO SAF,06/06/2018,$,121.59,79778512.84,504.0,6,Fondo de Fondos,155,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDICORP DEUDA FLOTANTE,CREDIFONDO SAF,03/02/2017,$,127.32,67396500.63,818.0,7,Fondo de Fondos,156,Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,CREDICORP DEUDA HIGH YIELD,CREDIFONDO SAF,03/02/2017,$,128.4,142865029.35,707.0,7,Fondo de Fondos,157,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdeF BBVA Apreciacion Capital,CONTINENTAL FM,24/01/2014,$,140.52,34983000.15,308.0,10,Fondo de Fondos,158,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FdeF BBVA Generacion de Flujo,CONTINENTAL FM,03/01/2010,$,99.12,28011895.79,171.0,14,Fondo de Fondos,159,Medium,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FdeF BBVA Preservacion Capital,CONTINENTAL FM,23/02/2010,$,106.35,10296891.56,87.0,14,Fondo de Fondos,160,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE A,BTG PACTUAL PERU SAF,16/10/2020,$,111.61,,12.0,4,Fondo de Fondos,161,Medium Low,/logosFondosMutuos/logoBtg.png
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE B,BTG PACTUAL PERU SAF,16/10/2020,$,110.52,,2.0,4,Fondo de Fondos,162,,/logosFondosMutuos/logoBtg.png
Fondo de Fondos,FdeF CC Acciones Innovacion,CREDIFONDO SAF,26/04/2021,$,111.6,60235823.31,612.0,3,Fondo de Fondos,163,High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdeF CRED ACC SECTOR SEGURID,CREDIFONDO SAF,10/02/2018,$,152.14,35687355.27,467.0,6,Fondo de Fondos,164,High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdeF Cred Renta Estrategica,CREDIFONDO SAF,13/02/2019,$,116.31,466086261.42,1014.0,5,Fondo de Fondos,165,Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdeF IF Global Thematics,INTERFONDO,26/03/2021,$,57.95,14572192.3,358.0,3,Fondo de Fondos,166,Medium High,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF BBVA CONSERV GLO $,CONTINENTAL FM,06/06/2002,$,172.17,17176045.56,113.0,22,Fondo de Fondos,167,Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FdF BBVA Renta Fija Mcdo Emerg,CONTINENTAL FM,02/02/2024,$,107.05,55313019.78,237.0,0,Fondo de Fondos,168,,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FdF CC Acciones China,CREDIFONDO SAF,03/01/2021,$,55.55,5220723.93,93.0,3,Fondo de Fondos,169,Medium High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdF CC Duración Objetivo Latam,CREDIFONDO SAF,05/10/2024,$,103.04,197386368.12,455.0,0,Fondo de Fondos,170,,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FDF CRED CAP VISION II,CREDIFONDO SAF,02/08/2016,$,143.29,144809656.76,1188.0,8,Fondo de Fondos,171,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdF Cred. Tendencias Globales,CREDIFONDO SAF,19/10/2020,$,102.41,36861034.71,287.0,4,Fondo de Fondos,172,High,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdF Credicorp Deuda Flexible,CREDIFONDO SAF,16/07/2020,$,100.76,60634717.01,174.0,4,Fondo de Fondos,173,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FdF Credicorp Impacto Sostenib,CREDIFONDO SAF,12/06/2021,$,88.98,8268398.75,132.0,3,Fondo de Fondos,174,Medium,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE B,EL DORADO SAF,29/01/2024,$,113.35,,9.0,0,Fondo de Fondos,175,,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE A,EL DORADO SAF,06/07/2022,$,122.41,,8.0,2,Fondo de Fondos,176,Low,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE B,EL DORADO SAF,06/07/2022,$,121.15,,7.0,2,Fondo de Fondos,177,Low,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE I,EL DORADO SAF,06/07/2022,$,122.78,,1.0,2,Fondo de Fondos,178,Low,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,FdF Faro Deuda Global,FARO CAPITAL SAFI,06/11/2020,$,100.02,7600938.04,73.0,4,Fondo de Fondos,179,Medium Low,/logosFondosMutuos/logoFaro.png
Fondo de Fondos,FdF Faro Global Innovation,FARO CAPITAL SAFI,27/01/2020,$,123.89,4594297.07,92.0,4,Fondo de Fondos,180,High,/logosFondosMutuos/logoFaro.png
Fondo de Fondos,FdF Faro Renta Variable Global,FARO CAPITAL SAFI,06/11/2020,$,151.19,16267034.54,119.0,4,Fondo de Fondos,181,Medium High,/logosFondosMutuos/logoFaro.png
Fondo de Fondos,FdF IF Enfoque Global,INTERFONDO,18/12/2019,$,50.47,15203983.56,247.0,5,Fondo de Fondos,182,Low,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF Inversión EEUU FMIV,INTERFONDO,12/01/2022,$,67.07,14271365.03,486.0,2,Fondo de Fondos,183,Medium,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF RealState Student Accom,INTERFONDO,27/09/2021,$,55.79,342416262.31,895.0,3,Fondo de Fondos,184,Low,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXIII Rend Global 360,INTERFONDO,02/08/2024,$,51.98,39798738.64,222.0,0,Fondo de Fondos,185,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXIV Rend Global 360,INTERFONDO,25/04/2024,$,51.41,102838107.92,413.0,0,Fondo de Fondos,186,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXIX Rend Global 360,INTERFONDO,26/07/2024,$,50.79,74445007.66,397.0,0,Fondo de Fondos,187,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXV Rend Global 360,INTERFONDO,15/03/2024,$,51.57,34491043.13,251.0,0,Fondo de Fondos,188,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXVI Rend Global 360,INTERFONDO,04/01/2024,$,51.52,64655275.79,334.0,0,Fondo de Fondos,189,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXVII Rend Global 321,INTERFONDO,17/05/2024,$,51.24,28799664.48,174.0,0,Fondo de Fondos,190,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF XXVIII Rend Global 360,INTERFONDO,06/04/2024,$,51.12,81478999.99,399.0,0,Fondo de Fondos,191,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF 30 Rend Global 332,INTERFONDO,23/08/2024,$,50.59,81655147.16,318.0,0,Fondo de Fondos,192,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,FdF IF 31 Rend Global 360,INTERFONDO,21/10/2024,$,50.22,59644847.21,297.0,0,Fondo de Fondos,193,,/logosFondosMutuos/logoInterFondos.png
Fondo de Fondos,-FDF IND RENTA FIJA FMIV SERIE A,INDEPENDIENTE SAF,06/11/2024,$,102.88,,344.0,0,Fondo de Fondos,194,,/logosFondosMutuos/logoIndependiente.png
Fondo de Fondos,-FDF IND RENTA FIJA FMIV SERIE D,INDEPENDIENTE SAF,06/11/2024,$,102.88,,7.0,0,Fondo de Fondos,195,,/logosFondosMutuos/logoIndependiente.png
Fondo de Fondos,FdF Sura Corto Plazo Global,FONDOS SURA SAF,15/11/2022,$,110.12,73173108.64,357.0,2,Fondo de Fondos,196,Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,FdF SURA RENTA DOLARES,FONDOS SURA SAF,14/06/2005,$,181.16,76202929.91,623.0,19,Fondo de Fondos,197,Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,FF BBVA ACC GLOB MILLENIALS,CONTINENTAL FM,16/01/2023,$,132.14,4537971.43,62.0,1,Fondo de Fondos,198,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ACC TENDENC GLOB,CONTINENTAL FM,15/04/2010,$,120.15,36245008.52,361.0,14,Fondo de Fondos,199,High,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ACCIONES GLOB RE,CONTINENTAL FM,08/10/2022,$,95.86,10793572.42,87.0,2,Fondo de Fondos,200,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA DIST EST GLOBAL,CONTINENTAL FM,05/09/2018,$,115.16,359653592.22,853.0,6,Fondo de Fondos,201,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA DIST HIGH YIELD EEUU,CONTINENTAL FM,07/07/2021,$,105.33,49154166.75,208.0,3,Fondo de Fondos,202,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ESTRATE CONSERV S/,CONTINENTAL FM,21/04/1998,S/.,256.33,13286675.4,633.0,26,Fondo de Fondos,203,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ESTRATE DINAMICO $,CONTINENTAL FM,10/06/2011,$,63.96,2167293.14,125.0,13,Fondo de Fondos,204,Medium,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ESTRATE DINAMICO S/,CONTINENTAL FM,16/03/2007,S/.,118.18,18742287.61,1695.0,17,Fondo de Fondos,205,High,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA $,CONTINENTAL FM,18/03/2021,$,105.3,2711607.36,90.0,3,Fondo de Fondos,206,Medium Low,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA S/,CONTINENTAL FM,19/03/2007,S/.,139.62,14958456.95,2235.0,17,Fondo de Fondos,207,Medium,/logosFondosMutuos/logoBbva.svg
Fondo de Fondos,FF CC LATAM INNOVACION,CREDIFONDO SAF,07/03/2023,$,91.45,2696305.5,350.0,1,Fondo de Fondos,208,Medium,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,FF CC RENTA GLOBAL INV GRADE,CREDIFONDO SAF,11/10/2022,$,112.02,106530464.0,524.0,2,Fondo de Fondos,209,Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE A,EL DORADO SAF,01/04/2021,$,112.33,,185.0,3,Fondo de Fondos,210,Low,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE B,EL DORADO SAF,01/04/2021,$,112.35,,54.0,3,Fondo de Fondos,211,Low,/logosFondosMutuos/logoDorado.png
Fondo de Fondos,FONDO D FONDOS DEUDA LATAM,CREDIFONDO SAF,08/07/2012,$,137.78,116122758.5,649.0,12,Fondo de Fondos,212,Medium Low,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,Fondo de F. Cred. Cons. Global,CREDIFONDO SAF,14/12/2017,$,167.7,139692599.43,1054.0,7,Fondo de Fondos,213,Medium,/logosFondosMutuos/logoCredicorp.png
Fondo de Fondos,Independiente Agresivo $,INDEPENDIENTE SAF,12/07/2021,$,118.09,46011998.31,3274.0,3,Fondo de Fondos,214,Medium,/logosFondosMutuos/logoIndependiente.png
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE A,PRUDENTIALSAF SAF,22/05/2023,$,10.16,,43.0,1,Fondo de Fondos,215,Low,/logosFondosMutuos/logoPrudential.png
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE B,PRUDENTIALSAF SAF,22/05/2023,$,10.28,,7.0,1,Fondo de Fondos,216,Low,/logosFondosMutuos/logoPrudential.png
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE A,PRUDENTIALSAF SAF,26/06/2023,$,12.37,,145.0,1,Fondo de Fondos,217,Low,/logosFondosMutuos/logoPrudential.png
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE B,PRUDENTIALSAF SAF,26/06/2023,$,12.57,,6.0,1,Fondo de Fondos,218,Medium Low,/logosFondosMutuos/logoPrudential.png
Fondo de Fondos,SCOTIA FF INSTITU RF GLOBAL,SCOTIA FONDOS,26/07/2023,$,1102.03,114232417.75,34.0,1,Fondo de Fondos,219,Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,Scotia Fondo de F. Acc. Europa,SCOTIA FONDOS,20/03/2018,$,11.36,25827274.93,190.0,6,Fondo de Fondos,220,Medium High,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SCOTIA FONDO DE F. ACC. US,SCOTIA FONDOS,19/06/2014,$,25.19,117138472.15,621.0,10,Fondo de Fondos,221,Medium High,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SCOTIA FONDO DE F. DEUDA HY,SCOTIA FONDOS,28/03/2018,$,11.24,43960305.55,159.0,6,Fondo de Fondos,222,Medium Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,Scotia Fondo de F. Deuda IG,SCOTIA FONDOS,05/04/2018,$,10.3,82734148.37,235.0,6,Fondo de Fondos,223,Medium Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SFdF Acciones Emergentes,SCOTIA FONDOS,19/08/2014,$,4.32,19416164.83,209.0,10,Fondo de Fondos,224,Medium High,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SFdF Distributivo HY II,SCOTIA FONDOS,12/09/2020,$,819.07,76816086.42,190.0,4,Fondo de Fondos,225,Medium Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SFdF DISTRIBUTIVO IG,SCOTIA FONDOS,03/11/2020,$,939.68,180810325.41,299.0,4,Fondo de Fondos,226,Medium Low,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SFdF Igualdad de Genero,SCOTIA FONDOS,17/09/2021,$,10.91,5499805.88,58.0,3,Fondo de Fondos,227,Medium High,/logosFondosMutuos/logoScotia2.png
Fondo de Fondos,SURA ACC. NORTEAMERICANAS,FONDOS SURA SAF,21/02/2014,$,27.66,98985453.57,818.0,10,Fondo de Fondos,228,Medium,/logosFondosMutuos/logoSura.png
Fondo de Fondos,SURA ACCIONES GLOBALES,FONDOS SURA SAF,24/07/2018,$,15.38,37674174.86,416.0,6,Fondo de Fondos,229,Medium High,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,106.29,,264.0,7,Fondo de Fondos,230,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,86.17,,69.0,7,Fondo de Fondos,231,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,10/02/2013,S/.,140.91,,185.0,11,Fondo de Fondos,232,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,10/02/2013,S/.,144.72,,121.0,11,Fondo de Fondos,233,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,10/02/2013,S/.,143.1,,247.0,11,Fondo de Fondos,234,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,10/02/2013,S/.,146.57,,211.0,11,Fondo de Fondos,235,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,SURA DEUDA PRIV. GLOBAL,FONDOS SURA SAF,30/06/2022,$,10089.71,102872989.15,285.0,2,Fondo de Fondos,236,Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,Sura Real Estate Global Income,FONDOS SURA SAF,07/05/2018,$,11149.65,729304265.74,1789.0,6,Fondo de Fondos,237,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,09/08/2016,$,129.69,,267.0,8,Fondo de Fondos,238,Medium Low,/logosFondosMutuos/logoSura.png
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,09/08/2016,$,132.22,,2.0,8,Fondo de Fondos,239,Medium Low,/logosFondosMutuos/logoSura.png
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV,BD CAPITAL SAF,16/03/2021,$,94.51,22266855.58,10.0,3,Flexible,240,Medium Low,/logosFondosMutuos/logoBD.png
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $,SCOTIA FONDOS,17/08/2011,$,11.7,162483824.11,3035.0,13,Flexible,241,Low,/logosFondosMutuos/logoScotia2.png
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV,CONTINENTAL FM,20/12/2023,$,106.66,28745292.27,107.0,1,Renta Fija,242,Low,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA DISTRIBUTIVO $ II,CONTINENTAL FM,04/02/2024,$,104.33,28480238.92,82.0,0,Renta Fija,243,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER $ 17,CONTINENTAL FM,30/07/2024,$,101.88,88111617.17,328.0,0,Renta Fija,244,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER $ 18,CONTINENTAL FM,24/09/2024,$,101.01,26641820.02,86.0,0,Renta Fija,245,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13,CONTINENTAL FM,21/12/2023,$,104.8,48116699.11,137.0,1,Renta Fija,246,Low,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14,CONTINENTAL FM,03/07/2024,$,103.91,122777869.79,320.0,0,Renta Fija,247,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 15,CONTINENTAL FM,26/04/2024,$,103.22,107480767.67,364.0,0,Renta Fija,248,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 16,CONTINENTAL FM,06/11/2024,$,102.5,105683248.72,328.0,0,Renta Fija,249,,/logosFondosMutuos/logoBbva.svg
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 2Y II,CREDIFONDO SAF,10/01/2024,$,100.08,23182020.78,109.0,0,Renta Fija,250,,/logosFondosMutuos/logoCredicorp.png
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI,CREDIFONDO SAF,19/12/2023,$,105.2,36258902.86,122.0,1,Renta Fija,251,Low,/logosFondosMutuos/logoCredicorp.png
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII,CREDIFONDO SAF,17/06/2024,$,103.35,24724854.9,94.0,0,Renta Fija,252,,/logosFondosMutuos/logoCredicorp.png
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI,CREDIFONDO SAF,08/11/2022,$,110.19,24830849.71,106.0,2,Renta Fija,253,Low,/logosFondosMutuos/logoCredicorp.png
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY,CREDIFONDO SAF,24/01/2019,$,124.61,113298554.01,108.0,5,Renta Fija,254,Medium Low,/logosFondosMutuos/logoCredicorp.png
Inst Deuda Duración Flexibl $,IF Enfoque LATAM,INTERFONDO,09/07/2017,$,47.42,9709077.42,140.0,7,Renta Fija,255,Medium Low,/logosFondosMutuos/logoInterFondos.png
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD,INTERFONDO,07/07/2015,$,0.0,2832191711.96,22028.0,9,Renta Fija,256,Low,/logosFondosMutuos/logoInterFondos.png
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II,FONDOS SURA SAF,14/12/2023,$,104.88,21868163.05,128.0,1,Renta Fija,257,Low,/logosFondosMutuos/logoSura.png
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/.,INTERFONDO,05/07/2015,S/.,0.0,1815119443.14,37890.0,9,Renta Fija,258,Low,/logosFondosMutuos/logoInterFondos.png
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,05/07/2015,S/.,135.98,,36746.0,9,Renta Fija,259,Low,/logosFondosMutuos/logoInterFondos.png
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,05/07/2015,S/.,136.75,,172.0,9,Renta Fija,260,Low,/logosFondosMutuos/logoInterFondos.png
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/,FONDOS SURA SAF,26/04/2023,S/.,111.46,56018873.88,252.0,1,Renta Fija,261,Low,/logosFondosMutuos/logoSura.png
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV,FONDOS SURA SAF,17/05/2024,S/.,102.41,117249296.84,10.0,0,Renta Fija,262,,/logosFondosMutuos/logoSura.png
Fondo Bursátil - ETF,VAN ECK EL DORADO PERU ETF,EL DORADO SAF,03/11/2021,$,12.42,389598933.9,1.0,3,Fondo Bursátil - ETF,263,Medium High,/logosFondosMutuos/logoDorado.png
